datetime,tempmax,tempmin,temp,feelslike,humidity,precip,precipprob,precipcover,preciptype,windgust,windspeed,sealevelpressure,visibility,solarradiation,uvindex,conditions
2021-01-01,24.9,10.8,17.7,17.7,63,0,0,0,,,33.5,1014.5,9.9,389.6,10,Partially cloudy
2021-01-02,33.2,12.2,22.8,22.8,59.7,0,0,0,,,24.1,1014.6,10,379.2,10,Clear
2021-01-03,34.6,17.8,24.7,24.8,63.5,0,0,0,,,27.7,1013.4,9.5,359,10,Partially cloudy
2021-01-04,23.8,17.9,20.6,20.6,87.7,0,0,0,,,24.9,1013,7.4,147.3,5,Overcast
2021-01-05,20.8,18.1,19.3,19.3,94.5,5,100,8.33,rain,,37.1,1013.6,3.5,209.1,6,"Rain, Overcast"
2021-01-06,21.9,17,19.5,19.5,95.1,47.4,100,16.67,rain,63,61.2,1008,4.8,130.2,3,"Rain, Overcast"
2021-01-07,23.1,16.8,19.2,19.2,87.1,4.3,100,8.33,rain,44.6,29.5,1003.2,9.1,359.8,10,"Rain, Partially cloudy"
2021-01-08,21,13.1,17.9,17.9,70.7,0,0,0,,40.7,24.1,1011.6,9.9,336.8,10,Partially cloudy
2021-01-09,27.1,9,17.7,17.7,74.2,0,0,0,,,33.5,1012.3,9.3,378.8,10,Partially cloudy
2021-01-10,29.8,16.1,21.9,22,74.6,0,0,0,,48.2,37.1,1010.1,9.6,351.9,10,Partially cloudy
2021-01-11,25.8,15.8,20.3,20.3,73.8,20,100,8.33,rain,42.5,31.7,1006.7,8.3,166.3,5,"Rain, Partially cloudy"
2021-01-12,22.3,8.2,16.7,16.5,53.9,0,0,0,,,20.5,1017.8,10,393.1,10,Clear
2021-01-13,25.8,11.2,18.1,18.1,61.7,0,0,0,,,27.7,1022.2,10,384,10,Clear
2021-01-14,23.8,14.2,19.6,19.6,66.8,0,0,0,,,51.8,1020.8,10,337.2,10,Partially cloudy
2021-01-15,27,18.9,21.9,21.9,72.5,0,0,0,,,33.5,1010.3,10,260.3,8,Partially cloudy
2021-01-16,27.1,17.8,20.2,20.3,87.1,5,100,4.17,rain,37.1,38.9,1005.7,6.9,286,9,"Rain, Partially cloudy"
2021-01-17,19.8,15.1,17,17,81.5,5.6,100,12.5,rain,50,25.9,1006.1,8,136.3,5,"Rain, Partially cloudy"
2021-01-18,31.1,8.5,20.8,20.5,62.1,0,0,0,,42.5,31.7,1011.4,9.9,377.1,10,Clear
2021-01-19,29,15.7,21.1,21.1,67.9,0,0,0,,,24.1,1016.1,10,375.8,10,Clear
2021-01-20,30,14.1,22.2,22.4,80.2,0,0,0,,,25.9,1019,9.6,366.9,10,Clear
2021-01-21,31,18.3,23.5,24.1,80.8,0,0,0,,,25.9,1020.4,8.5,367.1,10,Clear
2021-01-22,31.9,19.1,23.8,24.1,78.7,0,0,0,,,27.7,1020.3,8,369.9,10,Clear
2021-01-23,32.2,19.9,25,25.9,80.6,0,0,0,,,25.9,1015.3,7.4,365.8,10,Partially cloudy
2021-01-24,32,19.8,24.5,25.2,83.3,0,0,0,,,27.7,1012.4,7.8,354.7,10,Partially cloudy
2021-01-25,34.1,21.1,26.4,27.6,75.9,0,0,0,,,29.5,1006.6,8.3,351.3,10,Partially cloudy
2021-01-26,27.4,19.2,22.5,22.6,86.8,0,0,0,,,18.4,1004.3,7.1,133.2,4,Overcast
2021-01-27,22.7,17.2,19.8,19.8,68.7,0,0,0,,,27.7,1007.1,10,367.2,10,Partially cloudy
2021-01-28,27.8,14.9,20.9,21,73.8,5,100,4.17,rain,,24.1,1005.8,9.3,328.9,10,"Rain, Partially cloudy"
2021-01-29,29.1,16.9,22.6,22.4,61.8,0.1,100,4.17,rain,,22.3,1003.4,9.3,301.5,10,"Rain, Partially cloudy"
2021-01-30,18.9,15.6,17.5,17.5,69,0,0,0,,48.2,37.1,1013.7,9.4,129.4,4,Partially cloudy
2021-01-31,18.2,14.9,16.6,16.6,64.1,0,0,0,,,27.7,1019.8,10,331.5,10,Overcast
2021-02-01,20.9,17.2,18.9,18.9,75.4,0,0,0,,,29.5,1016.7,9.9,207.6,7,Overcast
2021-02-02,20.8,18.1,18.9,18.9,84.7,0.7,100,4.17,rain,,24.1,1015.9,7.7,279.7,9,"Rain, Partially cloudy"
2021-02-03,22,14.7,19.3,19.3,81.6,0,0,0,,,29.5,1017.4,8.6,318.5,10,Partially cloudy
2021-02-04,23.8,14.8,19.1,19.1,71.5,0,0,0,,44.6,33.5,1018,9.3,350.3,10,Partially cloudy
2021-02-05,24.1,10.2,19.1,19.1,65.9,0,0,0,,,20.5,1015,8.4,351.6,10,Clear
2021-02-06,23.1,16.1,19,19,70.6,0,0,0,,37.1,27.7,1013.3,9.5,319.5,9,Partially cloudy
2021-02-07,19.2,14.3,16.6,16.6,84.1,15,100,8.33,rain,,40.7,1017.6,5.9,115.2,3,"Rain, Partially cloudy"
2021-02-08,19.8,14.9,17.2,17.2,68.7,0.1,100,4.17,rain,48.2,31.7,1021.9,10,320.6,9,"Rain, Partially cloudy"
2021-02-09,20.9,16.8,18.7,18.7,72.8,0,0,0,,,29.5,1024.2,10,305.4,8,Partially cloudy
2021-02-10,22,17.9,19.9,19.9,76.9,0.3,100,12.5,rain,,38.9,1023.7,10,279.5,9,"Rain, Partially cloudy"
2021-02-11,22,20,20.7,20.7,90,2,100,79.17,rain,44.6,31.7,,7.8,267.1,9,"Rain, Overcast"
2021-02-12,21,20,20.8,20.8,93.4,3.5,100,91.67,rain,,37.1,,4.8,154.8,6,"Rain, Overcast"
2021-02-13,21.7,20.1,20.8,20.8,93.9,30.5,100,12.5,rain,,27.7,1010.2,6,126.3,5,"Rain, Overcast"
2021-02-14,25,18.9,20.9,20.9,91.5,31,100,4.17,rain,,18.4,1006.6,6.1,233.8,8,"Rain, Partially cloudy"
2021-02-15,23,18.2,20,20,94.4,21,100,8.33,rain,,14.8,1007.8,7.8,169.2,5,"Rain, Partially cloudy"
2021-02-16,20.1,18.8,19.6,19.6,94.8,36.4,100,16.67,rain,,22.3,1008.3,6.1,54.5,2,"Rain, Overcast"
2021-02-17,23.2,17.2,20.1,20.1,84,0.4,100,4.17,rain,,18.4,1008.9,8.6,245.9,8,"Rain, Partially cloudy"
2021-02-18,24.9,15.9,20.4,20.4,87.8,0,0,0,,,22.3,1007.7,7.4,317.2,10,Partially cloudy
2021-02-19,21.8,11,18.7,18.7,64.8,0,0,0,,63,33.5,1006.5,9,273.5,10,Partially cloudy
2021-02-20,23.2,9,15.7,15.2,64,0,0,0,,,43.9,1013.6,10,286,9,Clear
2021-02-21,29.1,9,19.5,19.3,66.6,0,0,0,,68.4,50,1009.6,9.6,318.3,10,Partially cloudy
2021-02-22,23.8,14.9,20.3,20.3,63.8,16,100,4.17,rain,35.3,33.5,1009.4,10,240.8,10,"Rain, Partially cloudy"
2021-02-23,26.7,9,18,17.9,67.9,0,0,0,,,22.3,1013.5,9.8,316.4,10,Clear
2021-02-24,23.1,9.9,17.1,17.1,76.5,0,0,0,,,18.4,1014.4,8.8,313.3,10,Clear
2021-02-25,31.2,13.2,21.7,21.7,67.7,0,0,0,,,24.8,1012.5,9.3,308.9,9,Clear
2021-02-26,28.1,16.2,22,22.1,70.2,0,0,0,,,22.3,1015.1,10,303.3,9,Clear
2021-02-27,25.1,16.8,21.1,21.1,87.3,0,0,0,,51.8,33.5,1021.3,7.3,237,8,Partially cloudy
2021-02-28,26.8,19.9,22.3,22.4,86.2,0,0,0,,,38.9,1019.1,7.4,253.7,8,Partially cloudy
2021-03-01,27.1,19.7,22.6,22.8,85.4,0,0,0,,,29.5,1015.1,8.5,254.3,9,Partially cloudy
2021-03-02,26,18.8,22.3,22.3,89.6,0,0,0,,,25.9,1016.4,7.5,291.6,9,Partially cloudy
2021-03-03,24.8,21,22.6,22.6,91.6,0,0,0,,,33.5,1018.3,7,266.4,8,Partially cloudy
2021-03-04,26.1,16.1,21.3,21.3,87.3,14,100,4.17,rain,,22.3,1014.5,9.4,201.4,7,"Rain, Partially cloudy"
2021-03-05,19.1,16.8,17.8,17.8,71.8,0,0,0,,42.5,27.7,1013.8,9.9,185.6,7,Overcast
2021-03-06,20.2,15.9,18,18,70.6,0,0,0,,,18.4,1013.6,10,284.3,9,Partially cloudy
2021-03-07,27.1,12,19.4,19.4,72.7,0,0,0,,,24.1,1011.5,9.9,251.6,9,Partially cloudy
2021-03-08,21,15.1,18.7,18.7,71.7,1,100,4.17,rain,,31.7,1015.2,9.8,262.7,9,"Rain, Partially cloudy"
2021-03-09,19.2,13.8,16.6,16.6,67.7,0,0,0,,,22.3,1019,10,282.6,9,Partially cloudy
2021-03-10,27,14.2,20.2,20.2,71.3,0,0,0,,,27.7,1013.3,10,228.3,8,Partially cloudy
2021-03-11,24.1,17.1,19.7,19.7,79.1,0,0,0,,,25.9,1011.2,10,173.6,6,Partially cloudy
2021-03-12,20.8,8.1,16,16,74.5,0,0,0,,,18.4,1015.9,9.6,275.6,9,Clear
2021-03-13,26.2,10,17,17,74.7,0,0,0,,,25.9,1016.5,10,267.5,9,Clear
2021-03-14,26.8,15.3,20,20,80,0,0,0,,,18.4,1017,9.5,266.8,9,Partially cloudy
2021-03-15,27.1,15.8,20.6,20.6,78,0,0,0,,,20.5,1015.2,9.9,186,7,Partially cloudy
2021-03-16,22.8,17.8,20.1,20.1,92.9,20,100,8.33,rain,,18.4,1010.8,6.7,122,5,"Rain, Overcast"
2021-03-17,17.9,13.9,15.9,15.9,82.1,22.3,100,16.67,rain,74.2,46.4,1014.3,5.8,92.1,4,"Rain, Overcast"
2021-03-18,17.3,9.5,13.5,13.5,78.2,2.3,100,8.33,rain,,22.3,1018.7,9.3,101,4,"Rain, Partially cloudy"
2021-03-19,22.3,7.1,15,14.9,76.2,0,0,0,,,25.9,1016.4,10,249.5,8,Partially cloudy
2021-03-20,20,15.2,17.4,17.4,87.2,0.3,100,4.17,rain,,16.6,1014.4,9.4,102,4,"Rain, Partially cloudy"
2021-03-21,18.7,14,16.5,16.5,74.8,0,0,0,,,27.7,1021,9.9,256,8,Partially cloudy
2021-03-22,20.1,7.7,15.4,15.3,78,0,0,0,,,18.4,1022.2,9.1,229.9,8,Partially cloudy
2021-03-23,24.1,11.2,17.5,17.5,85.4,0,0,0,,,22.3,1017.5,6.3,244.6,8,Partially cloudy
2021-03-24,25.2,15.8,19.6,19.6,90.5,6,100,4.17,rain,,30.2,1016.2,6.3,227.6,8,"Rain, Partially cloudy"
2021-03-25,22.2,18.2,19.5,19.5,93.1,31.3,100,12.5,rain,,25.9,1014.9,6.3,115.2,5,"Rain, Partially cloudy"
2021-03-26,18.8,17.1,17.9,17.9,90.5,1.2,100,12.5,rain,64.8,46.4,1014.5,5.5,196.6,7,"Rain, Overcast"
2021-03-27,18.2,16,17.1,17.1,82.8,3,100,4.17,rain,59.4,40.7,1016.1,6.3,197.5,7,"Rain, Overcast"
2021-03-28,20.2,16.8,18.5,18.5,85.8,0,0,0,,,31.7,1015.1,7.5,179,6,Partially cloudy
2021-03-29,19.8,11.2,16.9,16.9,80,0,0,0,,,24.1,1017,7.9,232,8,Partially cloudy
2021-03-30,17.8,9.2,13.8,13.8,86.2,0,0,0,,,20.5,1019.9,8,234.4,8,Partially cloudy
2021-03-31,20.9,7,14.4,14.3,83.9,0,0,0,,,18.4,1020.4,8,214.4,7,Clear
2021-04-01,20.2,10.9,16.2,16.2,77.4,0,0,0,,,18.4,1021.1,9.8,133,6,Partially cloudy
2021-04-02,21.1,10.1,17.1,17.1,83,0,0,0,,,24.1,1022.1,8.5,210.1,7,Partially cloudy
2021-04-03,25.2,14.9,18.8,18.8,84,2,100,4.17,rain,,24.1,1020.7,9.6,174.9,6,"Rain, Partially cloudy"
2021-04-04,23.1,11.2,17.9,17.9,89.4,0,0,0,,,29.5,1019,6.6,207.4,7,Partially cloudy
2021-04-05,23.8,17.9,20.3,20.3,92.9,0,0,0,,,24.1,1017.1,5.1,203.7,7,Partially cloudy
2021-04-06,23.1,16.3,20,20,93.8,0,0,0,,,24.1,1018.6,5.5,186.3,7,Partially cloudy
2021-04-07,27.1,18.8,21.6,21.8,88.1,0,0,0,,,20.5,1016.4,5.4,201.2,7,Partially cloudy
2021-04-08,22.8,17.7,19.5,19.5,91,24,100,8.33,rain,,29.9,1012.5,6.9,69,2,"Rain, Partially cloudy"
2021-04-09,20.1,16.9,18.5,18.5,84.8,0,0,0,,,24.1,1014.8,10,180.8,7,Partially cloudy
2021-04-10,19.1,16.2,17.8,17.8,83.2,3,100,4.17,rain,,35.3,1015,8.7,187.9,7,"Rain, Partially cloudy"
2021-04-11,19.8,10.5,16.2,16.2,80.9,32.2,100,12.5,rain,76,51.8,1011,7.6,172.5,7,"Rain, Partially cloudy"
2021-04-12,24.1,7.9,15.6,15.3,76.5,0,0,0,,,25.9,1016.8,10,204.7,7,Clear
2021-04-13,26.7,10.2,17.7,17.7,72.2,0,0,0,,,13,1019.3,10,186.4,6,Clear
2021-04-14,23.8,11.1,17.2,17.2,78.1,0,0,0,,,29.5,1017.5,10,194.5,7,Clear
2021-04-15,24.2,11,17.4,17.4,85.7,0,0,0,,,20.5,1013.9,8,189.9,7,Partially cloudy
2021-04-16,21.1,11.3,15.6,15.6,93.6,0,0,0,,,14.8,1014.3,7.3,185.1,7,Partially cloudy
2021-04-17,22.1,11.1,17.5,17.5,92.9,0,0,0,,,18.4,1017.9,7.6,112.1,4,Partially cloudy
2021-04-18,24.1,17.1,19.6,19.6,87.2,0,0,0,,,22.3,1019,7.9,124.5,5,Overcast
2021-04-19,24.8,16.3,19.8,19.8,80.9,0,0,0,,,27.7,1020.7,8.5,178.7,6,Partially cloudy
2021-04-20,22.3,16.2,19.1,19.1,84.5,0,0,0,,,31.7,1022.6,10,167,6,Partially cloudy
2021-04-21,22.1,16.3,19.6,19.6,86.5,0,0,0,,,37.1,1020.5,9.2,153.1,6,Partially cloudy
2021-04-22,22.7,17.2,19.6,19.6,85.2,0,0,0,,,29.5,1016.7,9.6,79.8,3,Partially cloudy
2021-04-23,24.9,17.3,20.4,20.4,83.7,2,100,4.17,rain,,19.8,1014.1,9.8,91.3,4,"Rain, Partially cloudy"
2021-04-24,19.8,12.2,16.8,16.8,81.9,13,100,8.33,rain,44.6,25.9,1014.2,9.1,158.1,6,"Rain, Partially cloudy"
2021-04-25,18.2,11.8,15.4,15.4,78.9,0.1,100,4.17,rain,,30.6,1019,9.9,107.7,4,"Rain, Partially cloudy"
2021-04-26,18.2,8,13.9,13.9,78.1,0,0,0,,,16.6,1020,9.5,118.1,4,Partially cloudy
2021-04-27,20.2,7.2,13.1,13,81.1,0,0,0,,,16.6,1018.8,8.9,167.5,6,Partially cloudy
2021-04-28,24.1,8.8,15.5,15.2,79.2,0,0,0,,,25.9,1018.4,9.8,145.2,6,Partially cloudy
2021-04-29,24.2,10.1,16.7,16.7,78.4,0,0,0,,,29.5,1019.8,10,132.6,5,Clear
2021-04-30,21.1,9.8,15.1,15,80.7,0,0,0,,,29.5,1018.1,10,164.7,6,Clear
2021-05-01,22.1,9.1,14.8,14.8,82.5,0,0,0,,,29.5,1015.5,7.2,134.8,5,Partially cloudy
2021-05-02,21.9,10.9,16.6,16.6,82.5,0,0,0,,,20.5,1012.6,9.7,75.3,3,Partially cloudy
2021-05-03,16.8,12.9,14.8,14.8,92.2,16,100,8.33,rain,,20.5,1010.5,7.3,59.7,3,"Rain, Overcast"
2021-05-04,14,8,11.2,10.8,72.8,4.6,100,12.5,rain,46.4,33.5,1020.4,9.4,130.7,5,"Rain, Partially cloudy"
2021-05-05,13.7,4.2,8.8,7.6,72,0,0,0,,,24.1,1024.8,10,42.9,2,Partially cloudy
2021-05-06,16.8,3.9,10.9,10.1,75.5,0,0,0,,,22.3,1022.8,10,29.2,1,Partially cloudy
2021-05-07,15.5,4.9,10.4,10.1,83.4,0,0,0,,,18.4,1025.9,9.3,47.5,2,Partially cloudy
2021-05-08,16.8,2,9.7,9.6,83.4,0,0,0,,,14.8,1027.4,7.8,126.3,5,Partially cloudy
2021-05-09,15.2,3.2,10.5,10.3,91.9,0,0,0,,,20.5,1023.3,9,45.5,2,Partially cloudy
2021-05-10,15.9,8.7,11.1,10.7,80,2,100,4.17,rain,44.6,25.9,1020.7,8.7,112.2,5,"Rain, Partially cloudy"
2021-05-11,15.2,7,11.1,10.3,80.4,0,0,0,,,26.6,1020.9,10,55.8,3,Partially cloudy
2021-05-12,19.1,2.3,9.7,8.6,71.6,0,0,0,,,25.9,1017.3,10,118.8,5,Clear
2021-05-13,18.8,6,11.2,10.3,86.1,0,0,0,,,18.4,1018.3,7.8,136.2,5,Partially cloudy
2021-05-14,19.9,6.2,11.8,11.4,79.6,0,0,0,,,16.6,1019.9,8.3,135.5,5,Partially cloudy
2021-05-15,20.8,7.1,12.3,11.7,74.9,0,0,0,,,16.6,1018.5,10,123.8,5,Partially cloudy
2021-05-16,17.8,3.9,11.1,10.6,82.8,0,0,0,,,14.8,1018.9,9.9,74,3,Partially cloudy
2021-05-17,14.2,4.8,10.2,9.8,81.2,0,0,0,,,29.5,1020.9,10,114,5,Partially cloudy
2021-05-18,14.9,4.8,10,9.8,81.2,0,0,0,,,14.8,1020.5,8.8,91.7,4,Partially cloudy
2021-05-19,13.1,3.1,8.3,7.8,89.4,0,0,0,,,14.8,1019.1,7.5,109.7,4,Partially cloudy
2021-05-20,15,4.8,10.5,10.3,87.4,0,0,0,,,18.4,1017.9,7.6,105.9,5,Partially cloudy
2021-05-21,16.9,13,14.9,14.9,77.6,0,0,0,,,31.7,1015.8,10.1,86.9,4,Partially cloudy
2021-05-22,15,13.2,14.1,14.1,87.9,24,100,12.5,rain,72.4,46.4,1005.7,5.7,33.6,2,"Rain, Overcast"
2021-05-23,13.9,10,12.8,12.8,86.9,41,100,12.5,rain,66.6,44.6,1005.7,5.9,78.4,3,"Rain, Partially cloudy"
2021-05-24,16.8,5.8,10.9,9.9,83.1,0,0,0,,,37.1,1007.6,10,100.6,5,Partially cloudy
2021-05-25,14.2,4.2,11.3,10.8,66.1,0,0,0,,51.8,37.1,1011.5,10,114.7,5,Partially cloudy
2021-05-26,18,5,10.3,8.7,68.7,0,0,0,,53.6,38.9,1011.3,10,88.3,5,Partially cloudy
2021-05-27,21.9,5.8,12.7,11.9,74.4,0,0,0,,,35.3,1004.9,10,61.3,3,Partially cloudy
2021-05-28,17.3,8.8,13.3,13.1,69.6,0,0,0,,,33.5,999.1,10,119.2,5,Partially cloudy
2021-05-29,9.1,3,7.3,4.1,79.9,4.3,100,12.5,rain,51.8,31.7,1009.7,10,89.1,4,"Rain, Partially cloudy"
2021-05-30,12.8,1,7.4,5.2,60.5,0,0,0,,38.9,24.1,1014.6,10,105.8,4,Partially cloudy
2021-05-31,15.2,5.9,10.1,8.3,75.7,0,0,0,,,33.5,1009.2,9.8,65.6,3,Partially cloudy
2021-06-01,16.2,9.9,13.2,13.1,80.6,0.1,100,4.17,rain,,29.5,1003.4,9.9,46.2,3,"Rain, Partially cloudy"
2021-06-02,12.9,7.7,10.2,9.2,79.8,0.1,100,4.17,rain,46.4,31.7,1010.8,10,93.2,4,"Rain, Partially cloudy"
2021-06-03,12.8,6.8,9.7,8.6,82.2,0,0,0,,,31.7,1011.3,9.9,29.7,1,Overcast
2021-06-04,16.1,9.3,12.5,12.3,83.9,0,0,0,,,57.4,1009.1,9.9,70.2,4,Partially cloudy
2021-06-05,16,7.1,10.7,10.2,81.7,0,0,0,,,18.4,1014.6,9.1,109.8,5,Partially cloudy
2021-06-06,13.9,3.1,8.5,7.5,76.1,0,0,0,,,14.8,1021.1,9.8,111,5,Partially cloudy
2021-06-07,14,5.2,9.3,9,85.1,0,0,0,,,29.5,1022.5,9.8,51.9,2,Partially cloudy
2021-06-08,17.2,3.6,11.5,11.2,90.3,0,0,0,,,22.3,1020.7,5.8,110.8,5,Partially cloudy
2021-06-09,17.3,12.8,14.6,14.6,95.4,0.1,100,4.17,rain,,22.3,1019.1,6.4,56.7,2,"Rain, Overcast"
2021-06-10,14.8,8.1,13,12.5,80.3,0,0,0,,50,33.6,1016.4,8.1,105.7,5,Partially cloudy
2021-06-11,13.1,4.7,8.4,6.7,73.9,0,0,0,,,20.5,1016.1,10,66,4,Partially cloudy
2021-06-12,21.8,5.1,11.5,10.3,80.7,0,0,0,,,27.7,1011,10,105.5,4,Partially cloudy
2021-06-13,19.8,8.2,12.7,11.9,87.4,0,0,0,,,37.1,1012.9,9.1,106.6,4,Partially cloudy
2021-06-14,13.1,6.7,11.2,10.9,79.1,0.7,100,4.17,rain,,27.7,1019.2,9.8,88,4,"Rain, Partially cloudy"
2021-06-15,10.1,4.9,7.4,5.5,80.6,2.8,100,12.5,rain,42.5,18.4,1026.8,9.9,83.7,4,"Rain, Partially cloudy"
2021-06-16,10,0.9,7.4,5.7,71.7,0.8,100,4.17,rain,,24.1,1030.1,9.9,102.1,4,"Rain, Partially cloudy"
2021-06-17,9.1,0.2,4.6,3.2,88.6,1.4,100,8.33,rain,,13,1030.5,8.7,87.8,4,"Rain, Partially cloudy"
2021-06-18,9,0.8,5,4,87.1,0.6,100,4.17,rain,,9.4,1029.3,9.3,52.8,2,"Rain, Partially cloudy"
2021-06-19,10.8,1,5.2,3.4,79.7,0.5,100,4.17,rain,,14.8,1027,9.7,58,3,"Rain, Partially cloudy"
2021-06-20,13.1,2.1,6.3,4.1,80.1,0,0,0,,,24.1,1022.8,10,87.2,4,Partially cloudy
2021-06-21,12.2,0,6.5,5,84.2,0,0,0,,,24.1,1022.9,9.9,71,3,Partially cloudy
2021-06-22,13.8,4.2,8.7,7.9,93.7,0,0,0,,,18.4,1023.7,7,97.3,4,Partially cloudy
2021-06-23,13.3,10.2,11.9,11.9,92.8,0.6,100,4.17,rain,,24.1,1018,8.3,44.3,2,"Rain, Partially cloudy"
2021-06-24,15.1,9.3,12.2,12,85.5,3.5,100,8.33,rain,46.4,22.3,1008.6,8.1,73.5,4,"Rain, Partially cloudy"
2021-06-25,16.1,5.2,10.3,9.6,70.3,0,0,0,,,24.1,1011.4,10,95.6,4,Partially cloudy
2021-06-26,10,7.2,8.4,7.8,88.2,11,100,12.5,rain,,9.4,1016.8,9,34.1,1,"Rain, Overcast"
2021-06-27,10.8,4.9,7.5,5.4,88.8,11,100,12.5,rain,35.3,18.4,1015,7.9,49.3,2,"Rain, Partially cloudy"
2021-06-28,9,8.1,8.7,5,92.4,34,100,16.67,rain,63,33.5,1014.8,2.1,23.3,1,"Rain, Overcast"
2021-06-29,10.9,2.1,8.6,6.5,81.4,1.1,100,8.33,rain,40.7,29.5,1023.7,9.1,107,5,"Rain, Partially cloudy"
2021-06-30,10.3,0.1,5.2,3,92.3,0,0,0,,9.4,29.5,1024.6,7,100.5,5,Partially cloudy
2021-07-01,9.9,6.1,7.6,4.6,91.6,0,0,0,,,27.7,1020.7,10,58,3,Overcast
2021-07-02,14,3.8,7.3,4.9,83.7,0,0,0,,,22.3,1017.5,7.5,110.4,5,Partially cloudy
2021-07-03,16.2,1.6,7.2,4.9,74.6,0,0,0,,,22.3,1018.1,10,112.9,5,Clear
2021-07-04,19.8,2.8,9.3,7.9,74,0,0,0,,,20.5,1020.6,10,109.6,5,Clear
2021-07-05,15.8,2.2,8.2,7.2,79.4,0,0,0,,,18.4,1024.5,10,113.9,5,Clear
2021-07-06,11.8,0.2,8,7.5,92.9,0,0,0,,,18.4,1021.7,7,74.4,3,Partially cloudy
2021-07-07,15.2,8.1,11.7,11.4,98.3,3,100,4.17,rain,,14.8,1017.3,5.9,72.5,3,"Rain, Overcast"
2021-07-08,13.2,7,10.7,9.9,100,0,0,0,,,18.4,1017.6,1.9,42.9,2,Overcast
2021-07-09,18.9,9.1,14.4,14.3,92.6,0,0,0,,,18.4,1012.3,6.7,52.2,3,Partially cloudy
2021-07-10,15.1,3.8,10.7,9.8,75.3,1,100,4.17,rain,48.2,29.5,1013.2,9.2,115.5,5,"Rain, Partially cloudy"
2021-07-11,15.8,1.3,7.6,5.3,70.6,0,0,0,,,25.9,1015.3,10,118.3,5,Clear
